Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
refourthstory_967a5b77	a	"You, me and [c]."	game/script.rpy	3567	a "[what]"
refourthstory_334a6883	pov	"OK"	game/script.rpy	3569	pov "[what]"
refourthstory_36daf5ae		Apprently they don't want to invite [b].	game/script.rpy	3572	"[what]"
refourthstory_a20cefa7_26		...	game/script.rpy	3574	"[what]"
refourthstory_a20cefa7_27		...	game/script.rpy	3582	"[what]"
refourthstory_7e497c60		After a really good meal, you three go back to the kitchen.	game/script.rpy	3593	"[what]"
refourthstory_9850a353		[b] is having dinner.	game/script.rpy	3595	"[what]"
refourthstory_e42ea24d	b	Where were you going?	game/script.rpy	3599	b "[what]"
refourthstory_2502f564	pov	We went to a new resturant, it's really delicious.	game/script.rpy	3601	pov "[what]"
refourthstory_9850a353_1		[b] is having dinner.	game/script.rpy	3603	"[what]"
refourthstory_fecb827d	b	Oh, great, I'll try next time.	game/script.rpy	3605	b "[what]"
refourthstory_a7f2f271		[chars[]1[2]] looks a little bit depressed.	game/script.rpy	3607	"[what]"
refourthstory_a20cefa7_28		...	game/script.rpy	3611	"[what]"
refourthstory_a20cefa7_29		...	game/script.rpy	3613	"[what]"
refourthstory_deb0abc4		School	game/script.rpy	3617	"[what]"
refourthstory_d6619c0c	c	"Wanna have lunch with us?"	game/script.rpy	3623	c "[what]"
refourthstory_9973ea61	pov	"Yup, where are you?"	game/script.rpy	3625	pov "[what]"
refourthstory_85a788c0	c	"Ground floor of canteen, right hand side of the entrance."	game/script.rpy	3627	c "[what]"
refourthstory_a35f4a44	pov	"Right there."	game/script.rpy	3629	pov "[what]"
refourthstory_a20cefa7_30		...	game/script.rpy	3631	"[what]"
refourthstory_bf357827		At canteen, while you're serving the meal	game/script.rpy	3635	"[what]"
refourthstory_db4e09a1	b	Yo, what's your lunch today?	game/script.rpy	3641	b "[what]"
refourthstory_7e253551	pov	Just some pasta, how about you?	game/script.rpy	3643	pov "[what]"
refourthstory_a80c1676	b	Nah, not decide yet. You alone?	game/script.rpy	3647	b "[what]"
refourthstory_1abaeecb	pov	No, [c] asked me to join them.	game/script.rpy	3649	pov "[what]"
refourthstory_e6dd1828	b	..Alright, then I will eat it alone.	game/script.rpy	3653	b "[what]"
refourthstory_979d6f05	pov	Uh, see you tonight.	game/script.rpy	3655	pov "[what]"
refourthstory_a20cefa7_31		...	game/script.rpy	3659	"[what]"
refourthstory_18ad68ca		Another day	game/script.rpy	3663	"[what]"
refourthstory_ba4fcda7		You're having rest at kitchen with [b].	game/script.rpy	3669	"[what]"
refourthstory_0864369d		[a] opens the door	game/script.rpy	3676	"[what]"
refourthstory_58da73f9	a	[pov] do you have any charge cable for iphone? My both devices are dead.	game/script.rpy	3680	a "[what]"
refourthstory_26b674fd	pov	No, I onlt have a android device.	game/script.rpy	3682	pov "[what]"
refourthstory_7d73b8b6	a	Huhhh, I'll ask the guy next door.	game/script.rpy	3686	a "[what]"
refourthstory_011cb464		[a] go out of the kitchen.	game/script.rpy	3693	"[what]"
refourthstory_bc72725c	b	...I have that cable, why don't [chars[]0[1]] ask me?	game/script.rpy	3697	b "[what]"
refourthstory_555f98c5	pov	...No idea.	game/script.rpy	3699	pov "[what]"
refourthstory_a20cefa7_32		...	game/script.rpy	3703	"[what]"
refourthstory_e5499c7f		And another day.	game/script.rpy	3707	"[what]"
refourthstory_65ed3d61	b	"Do anyone see my spoon? I put it on the table."	game/script.rpy	3713	b "[what]"
refourthstory_b69114e0	pov	"It's not there? I just saw it."	game/script.rpy	3715	pov "[what]"
refourthstory_48187c02	b	"No, I didn't find it..."	game/script.rpy	3717	b "[what]"
refourthstory_a20cefa7_33		...	game/script.rpy	3721	"[what]"
refourthstory_6df8bdb4	b	"Oh I found it, it's under the sofa, wired."	game/script.rpy	3725	b "[what]"
refourthstory_e7901837	pov	Under the sofa? That's quite far from table...	game/script.rpy	3727	pov "[what]"
refourthstory_06251597	pov	I just had dinner with [a] and [c], there was no one else, it shouldn't happen anything like that...	game/script.rpy	3729	pov "[what]"
refourthstory_bcc2d7c2	pov	....It shouldn't...	game/script.rpy	3731	pov "[what]"
refourthstory_a20cefa7_34		...	game/script.rpy	3735	"[what]"
refourthstory_a20cefa7_35		...	game/script.rpy	3737	"[what]"
refourthstory_7f9b0994		Two weeks later.	game/script.rpy	3741	"[what]"
refourthstory_627dc6bd		You are having lunch with [b].	game/script.rpy	3743	"[what]"
refourthstory_a20cefa7_36		...	game/script.rpy	3749	"[what]"
refourthstory_d26b5807	b	Don't you think they're a bit too childish?	game/script.rpy	3753	b "[what]"
refourthstory_a12c317c	b	They just keep refusing to talk to me.	game/script.rpy	3757	b "[what]"
refourthstory_502b77a1	pov	I don't know what they want, we live in a same suite, it can't solve anything.	game/script.rpy	3759	pov "[what]"
refourthstory_143cf8d5	b	And all of my stuffs, don't you suspect them of doing it? That's so wired.	game/script.rpy	3763	b "[what]"
refourthstory_c20bf350	pov	I'm not sure...At least you don't have evidence..	game/script.rpy	3765	pov "[what]"
refourthstory_313d5d76	b	But only they had the chance.	game/script.rpy	3769	b "[what]"
refourthstory_894ac81e	b	They just want to isolate me, but it's impossible, I have you and it's two versus two, right?	game/script.rpy	3773	b "[what]"
refourthstory_175cc06f	pov	Haha, I hope it's better to be four together and without v.s.	game/script.rpy	3775	pov "[what]"
refourthstory_a20cefa7_37		...	game/script.rpy	3779	"[what]"
refourthstory_1bc26309		A month later.	game/script.rpy	3781	"[what]"
refourthstory_cdf76898		Although [b] is still eating and talking with you, it is clear that [chars[]1[2]] is not as optimistic as [chars[]1[2]] was before.	game/script.rpy	3783	"[what]"
refourthstory_a1fd5bc4		But still there's no any improvement between their relationship, or even worse.	game/script.rpy	3785	"[what]"
refourthstory_e3a31ebb		At this point, you think you should...	game/script.rpy	3787	"[what]"
refourthstory_aeec63f2		You can't just wait like this, so you decide to make some changes.	game/script.rpy	3791	"[what]"
refourthstory_74d20621		To solve this, you need to talk with both sides.	game/script.rpy	3793	"[what]"
refourthstory_f66bb1a8		Which side do you prefer to talk with first?	game/script.rpy	3795	"[what]"
refourthstory_323cb921		Whoever started the trouble should end it..	game/script.rpy	3802	"[what]"
refourthstory_b56f56af	pov	"Are you OK?"	game/script.rpy	3804	pov "[what]"
refourthstory_97b535db	b	"Yeah, why?"	game/script.rpy	3810	b "[what]"
refourthstory_5383ca25	pov	"I just asking, actually I want to talk about that thing."	game/script.rpy	3812	pov "[what]"
refourthstory_d99e9289	b	"Well...what happened suddenly?"	game/script.rpy	3814	b "[what]"
refourthstory_7447bbc0	pov	"It's been a month, I think there's nothing good to keep this way for all of us."	game/script.rpy	3816	pov "[what]"
refourthstory_5f6918a3	b	"...Yes..."	game/script.rpy	3818	b "[what]"
refourthstory_65fbe298	pov	"..I want to help you, but we need to sort it out again."	game/script.rpy	3820	pov "[what]"
refourthstory_22e07183	b	"..Alright, let's find a place."	game/script.rpy	3822	b "[what]"
refourthstory_a20cefa7_38		...	game/script.rpy	3826	"[what]"
refourthstory_a20cefa7_39		...	game/script.rpy	3828	"[what]"
refourthstory_a55ac2b2	b	So you know what happened at first right?	game/script.rpy	3836	b "[what]"
refourthstory_4e301437	pov	Yes, because of playing at night?	game/script.rpy	3838	pov "[what]"
refourthstory_26a8aeb2	b	It was [a] who always talked to me about that, but [c] never did, so I thought [a] was too sensitive, and I didn't cared about it much.	game/script.rpy	3842	b "[what]"
refourthstory_484b4141	b	I thought it was fine until that night. I just played the game, and I swear I was not making noise. I was not to blame for the poor soundproof.	game/script.rpy	3846	b "[what]"
refourthstory_019fb198	pov	I don't know how they felt...but maybe you should stop playing just for that night?	game/script.rpy	3848	pov "[what]"
refourthstory_ae3257ec	b	From the results it really should be..I didn't think it would be this bad.	game/script.rpy	3852	b "[what]"
refourthstory_10a47352	b	And I think I did do it wrong.	game/script.rpy	3856	b "[what]"
refourthstory_abf7578a	pov	Have you apologised to them?	game/script.rpy	3858	pov "[what]"
refourthstory_8d9424e2	b	No, I have no opportunity at all, they don't talk to me.	game/script.rpy	3862	b "[what]"
refourthstory_13b3043a	pov	Alright..maybe I could talk to them and find a way to solve this.	game/script.rpy	3864	pov "[what]"
refourthstory_0f34104f	b	Thank you.	game/script.rpy	3868	b "[what]"
refourthstory_0ce5d1d4	pov	We are friends, right?	game/script.rpy	3870	pov "[what]"
refourthstory_1d8e2dfb	b	Sure.	game/script.rpy	3874	b "[what]"
refourthstory_a20cefa7_40		...	game/script.rpy	3878	"[what]"
refourthstory_a20cefa7_41		...	game/script.rpy	3880	"[what]"
refourthstory_996e1856		Evening, after the dinner, you sit on the sofa with [a] and [c].	game/script.rpy	3890	"[what]"
refourthstory_c2c10747	pov	I talked with [b] today.	game/script.rpy	3892	pov "[what]"
refourthstory_628bed08	a	..? What?	game/script.rpy	3896	a "[what]"
refourthstory_618cb510	pov	Err, about that thing you know.	game/script.rpy	3898	pov "[what]"
refourthstory_85cecbe9	a	Oh, then? What did [chars[]1[2]] say?	game/script.rpy	3902	a "[what]"
refourthstory_94f982d1	pov	Well, [chars[]1[2]] said [chars[]1[2]] didn't realise at that time what trouble he was causing you.	game/script.rpy	3904	pov "[what]"
refourthstory_93f88d24	pov	And [chars[]1[2]] wouldn't have done that if [chars[]1[2]]'d known.	game/script.rpy	3906	pov "[what]"
refourthstory_2d4a16b7	pov	[chars[]1[2]] knows [chars[]1[2]] was wrong, and would like to apologise to you, but you have give [chars[]1[4]] a chance.	game/script.rpy	3908	pov "[what]"
refourthstory_584c6b70	c	Did [chars[]1[2]] really say that?	game/script.rpy	3913	c "[what]"
refourthstory_e1db0949	pov	Yeah, of course, face to face.	game/script.rpy	3915	pov "[what]"
refourthstory_785d8c37	c	Well, I didn't expect that. But if it's [chars[]1[3]] real thought, I can give it a try. How about you?	game/script.rpy	3919	c "[what]"
refourthstory_d597c35e	a	I had thought [chars[]1[2]] had no intention of repenting at all...Since that's what he thinks, I agree.	game/script.rpy	3923	a "[what]"
refourthstory_4c3f9380	pov	Wonderful! Let's get some time together and talk?	game/script.rpy	3925	pov "[what]"
refourthstory_c4b6355c	c	OK.	game/script.rpy	3929	c "[what]"
refourthstory_6b16ffed	a	En.	game/script.rpy	3933	a "[what]"
refourthstory_a20cefa7_42		...	game/script.rpy	3937	"[what]"
refourthstory_a20cefa7_43		...	game/script.rpy	3939	"[what]"
refourthstory_fcc6e13d	pov	Well, we're all here.	game/script.rpy	3943	pov "[what]"
refourthstory_a896ba96		The second day, all of you are sitting around the table.	game/script.rpy	3956	"[what]"
refourthstory_83d17888	b	It's been a long time huh.	game/script.rpy	3960	b "[what]"
refourthstory_92e2abf5	a	Who says it isn't?	game/script.rpy	3964	a "[what]"
refourthstory_e62221e6	c	Alright, let's get to the point.	game/script.rpy	3968	c "[what]"
refourthstory_b38db015	b	..Yes, so thank you for giving me this chance. And I have to apologise to you two.	game/script.rpy	3972	b "[what]"
refourthstory_904eefe0	b	I didn't know how annoyed I am, and I'm really sorry for what I did. I hope you can forgive me.	game/script.rpy	3976	b "[what]"
refourthstory_6504b6e9	c	Now that you've apologized, of course we're willing to forgive you. But also we need to say sorry to you.	game/script.rpy	3980	c "[what]"
refourthstory_2e9b2811	a	Yes, we know we also did something wrong to you. Whatever the reason, I'm sorry.	game/script.rpy	3984	a "[what]"
refourthstory_a20cefa7_44		...	game/script.rpy	3988	"[what]"
refourthstory_a20cefa7_45		...	game/script.rpy	3990	"[what]"
refourthstory_edb844f9		Finally, all the people in this room become friends again.	game/script.rpy	3992	"[what]"
refourthstory_d0da77a0		Well done! You saved your friendship and helped all of them.	game/script.rpy	3994	"[what]"
refourthstory_37eb2f78	pov	First I have to get [a] and [c] to be willing to talk...	game/script.rpy	4001	pov "[what]"
refourthstory_996e1856_1		Evening, after the dinner, you sit on the sofa with [a] and [c].	game/script.rpy	4012	"[what]"
refourthstory_86d35614	pov	So you're still not going to forgive him?	game/script.rpy	4014	pov "[what]"
refourthstory_0a4e80c6	a	Why should I? [b] doesn't deserve it.	game/script.rpy	4018	a "[what]"
refourthstory_e707c16b	pov	Is that serious?	game/script.rpy	4020	pov "[what]"
refourthstory_67b84a23	a	In ours view, yes. You know what happened, right?	game/script.rpy	4024	a "[what]"
refourthstory_77a43e3e	pov	Because of playing at night?	game/script.rpy	4026	pov "[what]"
refourthstory_2efb8b72	a	Yes, and [chars[]1[2]] kept doing that after I had told [chars[]1[4]] lots of times.	game/script.rpy	4030	a "[what]"
refourthstory_2130c884	pov	En...	game/script.rpy	4032	pov "[what]"
refourthstory_452b5144	c	Actually that's not the point.	game/script.rpy	4034	c "[what]"
refourthstory_5535b95b	pov	What?	game/script.rpy	4036	pov "[what]"
refourthstory_2893d62b	c	What I can't tolerate is [chars[]1[3]] attitude, [chars[]1[2]] didn't care what we say at all.	game/script.rpy	4038	c "[what]"
refourthstory_56b5da9f	c	And [chars[]1[2]] doesn't and [chars[]1[2]] has no remorse at all, [chars[]1[2]] doesn't think [chars[]1[2]]'s wrong.	game/script.rpy	4040	c "[what]"
refourthstory_0c824626	a	To this day [chars[]1[2]] has not apologised to us, this is the point.	game/script.rpy	4044	a "[what]"
refourthstory_55f7c1f4	a	So we'll not forgive [chars[]1[4]].	game/script.rpy	4048	a "[what]"
refourthstory_c8d934a6	c	Just in case, did [chars[]1[2]] say that [chars[]1[2]] think [chars[]1[2]] was wrong?	game/script.rpy	4050	c "[what]"
refourthstory_c3ca3180	pov	...	game/script.rpy	4052	pov "[what]"
refourthstory_ccd3e052		You reminisce for a moment.	game/script.rpy	4054	"[what]"
refourthstory_73eb26b5	pov	No...	game/script.rpy	4056	pov "[what]"
refourthstory_2d414b5d	c	Then I have nothing else to say. We can't get along with such a person.	game/script.rpy	4058	c "[what]"
refourthstory_a41879b4	c	And I think you should drop the matter and leave it to us.	game/script.rpy	4060	c "[what]"
refourthstory_58649043	pov	Huh...	game/script.rpy	4062	pov "[what]"
refourthstory_a20cefa7_46		...	game/script.rpy	4066	"[what]"
refourthstory_a20cefa7_47		...	game/script.rpy	4068	"[what]"
refourthstory_07210d7e		Are you going to listen to [chars[]2[4]]?	game/script.rpy	4070	"[what]"
refourthstory_c4ac5778		It was [b] who made the mistake in the first place, so [chars[]1[2]] should have taken the initiative to deal with it	game/script.rpy	4075	"[what]"
refourthstory_f4b9eacb		After the chat, you stay at your room.	game/script.rpy	4083	"[what]"
refourthstory_1b2e8b81	pov	No, if I leave it to them, they will never get back again...	game/script.rpy	4085	pov "[what]"
refourthstory_e52a61dc	pov	"Hi. I have to tell you something."	game/script.rpy	4087	pov "[what]"
refourthstory_60d69594	b	"What's up?"	game/script.rpy	4093	b "[what]"
refourthstory_a20cefa7_48		...	game/script.rpy	4095	"[what]"
refourthstory_2afda1e8		You tell [chars[]1[4]] your conversation with [a] and [c].	game/script.rpy	4097	"[what]"
refourthstory_323d6071	pov	"So they are waiting for your apology I think..."	game/script.rpy	4099	pov "[what]"
refourthstory_35e6b9db	b	"Are they serious? They were the ones who didn't talk to me."	game/script.rpy	4101	b "[what]"
refourthstory_1853d91a	b	"No way my friend, I know you did it for me, but they do not deserve it."	game/script.rpy	4103	b "[what]"
refourthstory_991e310c	b	"They isolate me, and they even threw my stuff everywhere, and now they're blaming me?"	game/script.rpy	4105	b "[what]"
refourthstory_379f8508	b	"Listen, just leave it, they are unreasonable."	game/script.rpy	4107	b "[what]"
refourthstory_a20cefa7_49		...	game/script.rpy	4109	"[what]"
refourthstory_3aa406bd	pov	"Come on! You know they just talked tough, right?"	game/script.rpy	4113	pov "[what]"
refourthstory_a20cefa7_50		...	game/script.rpy	4117	"[what]"
refourthstory_30512612	b	"I'll think about it."	game/script.rpy	4119	b "[what]"
refourthstory_a20cefa7_51		...	game/script.rpy	4123	"[what]"
refourthstory_a20cefa7_52		...	game/script.rpy	4125	"[what]"
refourthstory_a3d20862		One day, you feel a little bit hungry when you are studying.	game/script.rpy	4128	"[what]"
refourthstory_69d94314		So you decide to get some snacks from fridge.	game/script.rpy	4130	"[what]"
refourthstory_cae33158		You take off the headphones, but before you open the door, you faintly hear some people speaking.	game/script.rpy	4132	"[what]"
refourthstory_ffe98110	b	...so I apolopize....	game/script.rpy	4138	b "[what]"
refourthstory_636d385d	a	.....we need to say sorry to......	game/script.rpy	4144	a "[what]"
refourthstory_8ffd8bb3	c	.......should have found a better........	game/script.rpy	4150	c "[what]"
refourthstory_a20cefa7_53		...	game/script.rpy	4152	"[what]"
refourthstory_2c8a710b		Somehow You feel really relieved.	game/script.rpy	4159	"[what]"
refourthstory_9027ecdc	pov	Finally...	game/script.rpy	4161	pov "[what]"
refourthstory_19a2def7		You sit back, and a moment later.	game/script.rpy	4163	"[what]"
refourthstory_e2843f28	b	"Hi, I talked to them, and we're good now."	game/script.rpy	4169	b "[what]"
refourthstory_5eee4a2e	pov	"Really?? Oh my god that's awesome!"	game/script.rpy	4171	pov "[what]"
refourthstory_6a9ae941	pov	"We can finally play togeter again."	game/script.rpy	4173	pov "[what]"
refourthstory_ac960fd0	b	"Yes, and it all thanks to you."	game/script.rpy	4175	b "[what]"
refourthstory_fb928501	pov	"No, you did it yourself. Good job."	game/script.rpy	4177	pov "[what]"
refourthstory_a20cefa7_54		...	game/script.rpy	4181	"[what]"
refourthstory_a20cefa7_55		...	game/script.rpy	4183	"[what]"
refourthstory_edb844f9_1		Finally, all the people in this room become friends again.	game/script.rpy	4185	"[what]"
refourthstory_d0da77a0_1		Well done! You saved your friendship and helped all of them.	game/script.rpy	4187	"[what]"
refourthstory_e17f9ff7		See you in next chapter!	game/script.rpy	4189	"[what]"
refourthstory_d69239da	b	"I have decided."	game/script.rpy	4193	b "[what]"
refourthstory_7150cef9	pov	"Alright..."	game/script.rpy	4195	pov "[what]"
refourthstory_a20cefa7_56		...	game/script.rpy	4199	"[what]"
refourthstory_a20cefa7_57		...	game/script.rpy	4201	"[what]"
refourthstory_0272e021		After this, they become even more conflicted.	game/script.rpy	4203	"[what]"
refourthstory_a500d10f		You can't continue to live with them anymore.	game/script.rpy	4205	"[what]"
refourthstory_6600370e		So you decide to leave here.	game/script.rpy	4207	"[what]"
refourthstory_7dbfa15e		You, [b], [a] and [c] become strangers.	game/script.rpy	4209	"[what]"
refourthstory_a20cefa7_58		...	game/script.rpy	4211	"[what]"
refourthstory_0122b16d		Oops, it's not look great...Maybe you need to change your strategy.	game/script.rpy	4213	"[what]"
refourthstory_97d755ac		Let's try it again!	game/script.rpy	4215	"[what]"
refourthstory_a20cefa7_59		...	game/script.rpy	4217	"[what]"
refourthstory_dc08848e	pov	"OK, I got it, if you insist."	game/script.rpy	4223	pov "[what]"
refourthstory_3f484531	b	"Thank you, but I can handle it."	game/script.rpy	4225	b "[what]"
refourthstory_7150cef9_1	pov	"Alright..."	game/script.rpy	4227	pov "[what]"
refourthstory_a20cefa7_60		...	game/script.rpy	4231	"[what]"
refourthstory_a20cefa7_61		...	game/script.rpy	4233	"[what]"
refourthstory_0272e021_1		After this, they become even more conflicted.	game/script.rpy	4235	"[what]"
refourthstory_a500d10f_1		You can't continue to live with them anymore.	game/script.rpy	4237	"[what]"
refourthstory_6600370e_1		So you decide to leave here.	game/script.rpy	4239	"[what]"
refourthstory_7dbfa15e_1		You, [b], [a] and [c] become strangers.	game/script.rpy	4241	"[what]"
refourthstory_a20cefa7_62		...	game/script.rpy	4243	"[what]"
refourthstory_0122b16d_1		Oops, it's not look great...Maybe you need to change your strategy.	game/script.rpy	4245	"[what]"
refourthstory_97d755ac_1		Let's try it again!	game/script.rpy	4247	"[what]"
refourthstory_a20cefa7_63		...	game/script.rpy	4249	"[what]"
refourthstory_bad333a6		It's a conflict between them, and it was [b] who made the fault first, so it's reasonable for [a] and [c] to do such a thing to [b].	game/script.rpy	4255	"[what]"
refourthstory_dad27b04		And their conflict does not impact your relationship with both sides, so it's totally alright to keep this way.	game/script.rpy	4257	"[what]"
refourthstory_ebfb186f		Or you thought it will keep this way.	game/script.rpy	4259	"[what]"
refourthstory_a20cefa7_64		...	game/script.rpy	4261	"[what]"
refourthstory_d161697d		What should you do?	game/script.rpy	4265	"[what]"
leave_f1a34613		Two days later.	game/script.rpy	4272	"[what]"
leave_1f900f03		Morning, when you are still asleep, you faintly hear the sound of someone moving something outside.	game/script.rpy	4276	"[what]"
leave_ddf495f7	pov	Who is sorting things out?	game/script.rpy	4278	pov "[what]"
leave_63744723		You don't care too much on it, maybe it won't last long time.	game/script.rpy	4280	"[what]"
leave_a20cefa7		...	game/script.rpy	4282	"[what]"
leave_a20cefa7_1		...	game/script.rpy	4286	"[what]"
leave_b36a0dfd		However, it lasts over half an hour, and you can't fall asleep again due to the sound.	game/script.rpy	4288	"[what]"
leave_f299493a		So you have to get up, and go out to check.	game/script.rpy	4292	"[what]"
leave_2a3ec417	pov	What are you doing?	game/script.rpy	4296	pov "[what]"
leave_4b0af50c		Surprising, you find [b] is moving stuff out.	game/script.rpy	4302	"[what]"
leave_1b863ba8	b	Oh, morning, Did I wake you up?	game/script.rpy	4306	b "[what]"
leave_75dc8078	pov	No, I just heard the sound and come to check. So..?	game/script.rpy	4308	pov "[what]"
leave_d677e8fc	b	Ehh, just as you can see, I gonna leave here.	game/script.rpy	4310	b "[what]"
leave_3c244341	pov	Leave? Why?	game/script.rpy	4312	pov "[what]"
leave_053d3d69	b	..Clearly there is no place for me here anymore, of course it's not your fault, and I have to thank you for the last month, or I would not have been able to stand it any sooner.	game/script.rpy	4314	b "[what]"
leave_a092be45	pov	You don't have to leave, we can solve this.	game/script.rpy	4316	pov "[what]"
leave_dfeca0af	b	I have talked with the doctor, and she said I should change my environment as soon as possible.	game/script.rpy	4318	b "[what]"
leave_c3ca3180	pov	...	game/script.rpy	4320	pov "[what]"
leave_cc45639b	pov	Sorry.	game/script.rpy	4322	pov "[what]"
leave_128c8061	b	Why do you have to apologize, you did nothing wrong.	game/script.rpy	4324	b "[what]"
leave_4e9d03d5	pov	I could have done better, let me help you with these.	game/script.rpy	4326	pov "[what]"
leave_45fed8cb	b	Thank you my friend.	game/script.rpy	4328	b "[what]"
leave_a20cefa7_2		...	game/script.rpy	4332	"[what]"
leave_e39e384c		You really regret it, but what you can do to change it..?	game/script.rpy	4334	"[what]"
leave_a28436bf		Let's try it again.	game/script.rpy	4336	"[what]"
leave_a20cefa7_3		...	game/script.rpy	4338	"[what]"
leave_b8041f74		So you send messages to [a] and [c] to have a talk.	game/script.rpy	4344	"[what]"
leave_0004f0bf	a	What has to come out and be said?	game/script.rpy	4356	a "[what]"
leave_373ff59f	pov	I think there's something wrong with [b], I saw [chars[]1[4]] went to the psychological consultation room.	game/script.rpy	4358	pov "[what]"
leave_3b200d11	c	Wow, that's really surprised me.	game/script.rpy	4362	c "[what]"
leave_945aebdd	pov	What was your plan? Do you have thoughts of reconciliation?	game/script.rpy	4364	pov "[what]"
leave_4f156a09	c	Our reconciliation depends on [b].	game/script.rpy	4366	c "[what]"
leave_9e1fcc15	a	Yes, you know that at first, we, or I discussed with [chars[]1[4]] very gentle, right? But [chars[]1[2]] didn't listen to me.	game/script.rpy	4369	a "[what]"
leave_706c6306	a	I talked with [chars[]1[4]] about it two or three times? And [chars[]1[2]] never cared about it.	game/script.rpy	4371	a "[what]"
leave_af921126	a	After that night, [chars[]1[2]] didn't apologise to us either, and [chars[]1[2]] didn't even take it personally.	game/script.rpy	4373	a "[what]"
leave_29db7f01	a	That's the point really pissed we off. And so we did something to [chars[]1[4]].	game/script.rpy	4375	a "[what]"
leave_9802464c	c	We know that we may do it too far, but it's all because of [chars[]1[4]].	game/script.rpy	4377	c "[what]"
leave_f3c9f36d	pov	Yeah...But [chars[]1[2]]'s not in good condition right now, I'm afraid that something irreversible will happen if this situation continues...	game/script.rpy	4379	pov "[what]"
leave_6b07ae14	c	Huh...But still, if he has no remorse whatsoever, we don't know how to get along with him.	game/script.rpy	4381	c "[what]"
leave_875c2fc6	c	However, If [chars[]1[2]] could apologise to us, then we will do it as well for what we did, is that reasonable?	game/script.rpy	4383	c "[what]"
leave_8512fc8d	pov	I agree..It may good for both sides...So I will talk to [chars[]1[4]] about it tomorrow, I hope we could be what we used to.	game/script.rpy	4385	pov "[what]"
leave_d574bfa1	a	I hope so.	game/script.rpy	4387	a "[what]"
leave_a20cefa7_4		...	game/script.rpy	4390	"[what]"
psy_48ad538a		One day, you are on your way home.	game/script.rpy	4401	"[what]"
psy_34d98948		You notice [b] walk out of a building, but not the building where [chars[]1[3]] classroom is.	game/script.rpy	4408	"[what]"
psy_8a948a05	pov	What's that building for? [chars[]1[2]] is not a person to hang around.	game/script.rpy	4410	pov "[what]"
psy_2d6e0ace		You walk closer, and find the Psychological Consultation Room written next to the front door	game/script.rpy	4412	"[what]"
psy_b66bc3dc	pov	..Psychological consultation? What's going on?	game/script.rpy	4414	pov "[what]"
psy_1f083846		You are not sure if [chars[]1[2]] came here to consult, or if it's about that problem.	game/script.rpy	4416	"[what]"
psy_a20cefa7		...	game/script.rpy	4420	"[what]"
psy_a20cefa7_1		...	game/script.rpy	4424	"[what]"
psy_5360b9f9		When you back to dorm, [b] is just like usual.	game/script.rpy	4430	"[what]"
psy_1a28484b		However, you can not ask [chars[]1[4]] about the detail, since it related to privacy.	game/script.rpy	4432	"[what]"
psy_a20cefa7_2		...	game/script.rpy	4436	"[what]"
